LLM File,Program,KQuery File,Similarity (%)
result.txt,91,test000481.kquery,0.37
result.txt,91,test000482.kquery,0.36
result.txt,91,test000483.kquery,0.37
result.txt,91,test000484.kquery,0.36
result.txt,91,test000485.kquery,0.37
result.txt,91,test000486.kquery,0.37
result.txt,91,test000487.kquery,0.37
result.txt,91,test000488.kquery,0.37
result.txt,91,test000489.kquery,0.37
result.txt,91,test000490.kquery,0.35
result.txt,91,test000491.kquery,0.37
result.txt,91,test000492.kquery,0.36
result.txt,91,test000493.kquery,0.37
result.txt,91,test000494.kquery,0.36
result.txt,91,test000495.kquery,0.37
result.txt,91,test000496.kquery,0.37
result.txt,91,test000497.kquery,0.37
result.txt,91,test000498.kquery,0.37
result.txt,91,test000499.kquery,0.36
result.txt,91,test000500.kquery,0.36
result.txt,91,test000501.kquery,0.35
result.txt,91,test000502.kquery,0.36
result.txt,91,test000503.kquery,0.37
result.txt,91,test000504.kquery,0.36
result.txt,91,test000505.kquery,0.37
result.txt,91,test000506.kquery,0.37
result.txt,91,test000507.kquery,0.36
result.txt,91,test000508.kquery,0.36
result.txt,91,test000509.kquery,0.37
result.txt,91,test000510.kquery,0.36
result.txt,91,test000511.kquery,0.37
result.txt,91,test000512.kquery,0.37
result.txt,91,test000513.kquery,0.35
result.txt,91,test000514.kquery,0.37
result.txt,91,test000515.kquery,0.37
result.txt,91,test000516.kquery,0.37
result.txt,91,test000517.kquery,0.36
result.txt,91,test000518.kquery,0.36
result.txt,91,test000519.kquery,0.36
result.txt,91,test000520.kquery,0.37
result.txt,91,test000521.kquery,0.37
result.txt,91,test000522.kquery,0.37
result.txt,91,test000523.kquery,0.37
result.txt,91,test000524.kquery,0.35
result.txt,91,test000525.kquery,0.37
result.txt,91,test000526.kquery,0.37
result.txt,91,test000527.kquery,0.37
result.txt,91,test000528.kquery,0.36
result.txt,91,test000529.kquery,0.36
result.txt,91,test000530.kquery,0.36
result.txt,91,test000531.kquery,0.37
result.txt,91,test000532.kquery,0.37
result.txt,91,test000533.kquery,0.37
result.txt,91,test000534.kquery,0.37
result.txt,91,test000535.kquery,0.37
result.txt,91,test000536.kquery,0.35
result.txt,91,test000537.kquery,0.36
result.txt,91,test000538.kquery,0.36
result.txt,91,test000539.kquery,0.37
result.txt,91,test000540.kquery,0.37
result.txt,91,test000541.kquery,0.37
result.txt,91,test000542.kquery,0.36
result.txt,91,test000543.kquery,0.37
result.txt,91,test000544.kquery,0.37
result.txt,91,test000545.kquery,0.37
result.txt,91,test000546.kquery,0.37
result.txt,91,test000547.kquery,0.36
result.txt,91,test000548.kquery,0.35
result.txt,91,test000549.kquery,0.37
result.txt,91,test000550.kquery,0.37
result.txt,91,test000551.kquery,0.36
result.txt,91,test000552.kquery,0.37
result.txt,91,test000553.kquery,0.37
result.txt,91,test000554.kquery,0.37
result.txt,91,test000555.kquery,0.36
result.txt,91,test000556.kquery,0.37
result.txt,91,test000557.kquery,0.35
result.txt,91,test000558.kquery,0.37
result.txt,91,test000559.kquery,0.37
result.txt,91,test000560.kquery,0.37
result.txt,91,test000561.kquery,0.36
result.txt,91,test000562.kquery,0.36
result.txt,91,test000563.kquery,0.36
result.txt,91,test000564.kquery,0.37
result.txt,91,test000565.kquery,0.36
result.txt,91,test000566.kquery,0.37
result.txt,91,test000567.kquery,0.37
result.txt,91,test000568.kquery,0.36
result.txt,91,test000569.kquery,0.37
result.txt,91,test000570.kquery,0.36
result.txt,91,test000571.kquery,0.35
result.txt,91,test000572.kquery,0.37
result.txt,91,test000573.kquery,0.36
result.txt,91,test000574.kquery,0.36
result.txt,91,test000575.kquery,0.36
result.txt,91,test000576.kquery,0.36
result.txt,91,test000577.kquery,0.37
result.txt,91,test000578.kquery,0.37
result.txt,91,test000579.kquery,0.36
result.txt,91,test000580.kquery,0.37
result.txt,91,test000581.kquery,0.37
result.txt,91,test000582.kquery,0.37
result.txt,91,test000583.kquery,0.36
result.txt,91,test000584.kquery,0.37
result.txt,91,test000585.kquery,0.35
result.txt,91,test000586.kquery,0.37
result.txt,91,test000587.kquery,0.36
result.txt,91,test000588.kquery,0.37
result.txt,91,test000589.kquery,0.36
result.txt,91,test000590.kquery,0.37
result.txt,91,test000591.kquery,0.37
result.txt,91,test000592.kquery,0.37
result.txt,91,test000593.kquery,0.37
result.txt,91,test000594.kquery,0.36
result.txt,91,test000595.kquery,0.35
result.txt,91,test000596.kquery,0.37
result.txt,91,test000597.kquery,0.36
result.txt,91,test000598.kquery,0.36
result.txt,91,test000599.kquery,0.37
result.txt,91,test000600.kquery,0.37
result.txt,91,test000601.kquery,0.36
result.txt,91,test000602.kquery,0.37
result.txt,91,test000603.kquery,0.37
result.txt,91,test000604.kquery,0.36
result.txt,91,test000605.kquery,0.37
result.txt,91,test000606.kquery,0.36
result.txt,91,test000607.kquery,0.35
result.txt,91,test000608.kquery,0.36
result.txt,91,test000609.kquery,0.37
result.txt,91,test000610.kquery,0.36
result.txt,91,test000611.kquery,0.37
result.txt,91,test000612.kquery,0.36
result.txt,91,test000613.kquery,0.36
result.txt,91,test000614.kquery,0.37
result.txt,91,test000615.kquery,0.37
result.txt,91,test000616.kquery,0.36
result.txt,91,test000617.kquery,0.37
result.txt,91,test000618.kquery,0.37
result.txt,91,test000619.kquery,0.35
result.txt,91,test000620.kquery,0.37
result.txt,91,test000621.kquery,0.36
result.txt,91,test000622.kquery,0.37
result.txt,91,test000623.kquery,0.34
result.txt,91,test000624.kquery,0.37
result.txt,91,test000625.kquery,0.36
result.txt,91,test000626.kquery,0.37
result.txt,91,test000627.kquery,0.37
result.txt,91,test000628.kquery,0.37
result.txt,91,test000629.kquery,0.35
result.txt,91,test000630.kquery,0.36
result.txt,91,test000631.kquery,0.37
result.txt,91,test000632.kquery,0.35
result.txt,91,test000633.kquery,0.37
result.txt,91,test000634.kquery,0.36
result.txt,91,test000635.kquery,0.36
result.txt,91,test000636.kquery,0.37
result.txt,91,test000637.kquery,0.37
result.txt,91,test000638.kquery,0.37
result.txt,91,test000639.kquery,0.37
result.txt,91,test000640.kquery,0.37
result.txt,91,test000641.kquery,0.35
result.txt,91,test000642.kquery,0.37
result.txt,91,test000643.kquery,0.37
result.txt,91,test000644.kquery,0.36
result.txt,91,test000645.kquery,0.37
result.txt,91,test000646.kquery,0.37
result.txt,91,test000647.kquery,0.37
result.txt,91,test000648.kquery,0.37
result.txt,91,test000649.kquery,0.35
result.txt,91,test000650.kquery,0.37
result.txt,91,test000651.kquery,0.36
result.txt,91,test000652.kquery,0.36
result.txt,91,test000653.kquery,0.37
result.txt,91,test000654.kquery,0.37
result.txt,91,test000655.kquery,0.37
result.txt,91,test000656.kquery,0.37
result.txt,91,test000657.kquery,0.36
result.txt,91,test000658.kquery,0.36
result.txt,91,test000659.kquery,0.35
result.txt,91,test000660.kquery,0.37
result.txt,91,test000661.kquery,0.36
result.txt,91,test000662.kquery,0.36
result.txt,91,test000663.kquery,0.36
result.txt,91,test000664.kquery,0.36
result.txt,91,test000665.kquery,0.36
result.txt,91,test000666.kquery,0.37
result.txt,91,test000667.kquery,0.36
result.txt,91,test000668.kquery,0.36
result.txt,91,test000669.kquery,0.36
result.txt,91,test000670.kquery,0.36
result.txt,91,test000671.kquery,0.36
result.txt,91,test000672.kquery,0.35
result.txt,91,test000673.kquery,0.36
result.txt,91,test000674.kquery,0.36
result.txt,91,test000675.kquery,0.36
result.txt,91,test000676.kquery,0.37
result.txt,91,test000677.kquery,0.37
result.txt,91,test000678.kquery,0.36
result.txt,91,test000679.kquery,0.35
result.txt,91,test000680.kquery,0.36
result.txt,91,test000681.kquery,0.36
result.txt,91,test000682.kquery,0.36
result.txt,91,test000683.kquery,0.36
result.txt,91,test000684.kquery,0.36
result.txt,91,test000685.kquery,0.37
result.txt,91,test000686.kquery,0.36
result.txt,91,test000687.kquery,0.36
result.txt,91,test000688.kquery,0.36
result.txt,91,test000689.kquery,0.37
result.txt,91,test000690.kquery,0.37
result.txt,91,test000691.kquery,0.35
result.txt,91,test000692.kquery,0.36
result.txt,91,test000693.kquery,0.36
result.txt,91,test000694.kquery,0.37
result.txt,91,test000695.kquery,0.36
result.txt,91,test000696.kquery,0.36
result.txt,91,test000697.kquery,0.36
result.txt,91,test000698.kquery,0.37
result.txt,91,test000699.kquery,0.35
result.txt,91,test000700.kquery,0.36
result.txt,91,test000701.kquery,0.36
result.txt,91,test000702.kquery,0.36
result.txt,91,test000703.kquery,0.36
result.txt,91,test000704.kquery,0.36
result.txt,91,test000705.kquery,0.36
result.txt,91,test000706.kquery,0.36
result.txt,91,test000707.kquery,0.37
result.txt,91,test000708.kquery,0.36
result.txt,91,test000709.kquery,0.36
result.txt,91,test000710.kquery,0.36
result.txt,91,test000711.kquery,0.35
result.txt,91,test000712.kquery,0.36
result.txt,91,test000713.kquery,0.36
result.txt,91,test000714.kquery,0.36
result.txt,91,test000715.kquery,0.36
result.txt,91,test000716.kquery,0.36
result.txt,91,test000717.kquery,0.36
result.txt,91,test000718.kquery,0.36
result.txt,91,test000719.kquery,0.36
result.txt,91,test000720.kquery,0.36
result.txt,91,test000721.kquery,0.37
result.txt,91,test000722.kquery,0.35
result.txt,91,test000723.kquery,0.36
result.txt,91,test000724.kquery,0.36
result.txt,91,test000725.kquery,0.36
result.txt,91,test000726.kquery,0.36
result.txt,91,test000727.kquery,0.37
result.txt,91,test000728.kquery,0.36
result.txt,91,test000729.kquery,0.36
result.txt,91,test000730.kquery,0.36
result.txt,91,test000731.kquery,0.35
result.txt,91,test000732.kquery,0.36
result.txt,91,test000733.kquery,0.37
result.txt,91,test000734.kquery,0.36
result.txt,91,test000735.kquery,0.36
result.txt,91,test000736.kquery,0.36
result.txt,91,test000737.kquery,0.36
result.txt,91,test000738.kquery,0.36
result.txt,91,test000739.kquery,0.36
result.txt,91,test000740.kquery,0.37
result.txt,91,test000741.kquery,0.36
result.txt,91,test000742.kquery,0.36
result.txt,91,test000743.kquery,0.36
result.txt,91,test000744.kquery,0.35
result.txt,91,test000745.kquery,0.36
result.txt,91,test000746.kquery,0.36
result.txt,91,test000747.kquery,0.36
result.txt,91,test000748.kquery,0.34
result.txt,91,test000749.kquery,0.36
result.txt,91,test000750.kquery,0.37
result.txt,91,test000751.kquery,0.36
result.txt,91,test000752.kquery,0.36
result.txt,91,test000753.kquery,0.35
result.txt,91,test000754.kquery,0.36
result.txt,91,test000755.kquery,0.36
result.txt,91,test000756.kquery,0.36
result.txt,91,test000757.kquery,0.35
result.txt,91,test000758.kquery,0.36
result.txt,91,test000759.kquery,0.36
result.txt,91,test000760.kquery,0.37
result.txt,91,test000761.kquery,0.35
result.txt,91,test000762.kquery,0.36
result.txt,91,test000763.kquery,0.36
result.txt,91,test000764.kquery,0.36
result.txt,91,test000765.kquery,0.36
result.txt,91,test000766.kquery,0.35
result.txt,91,test000767.kquery,0.36
result.txt,91,test000768.kquery,0.36
result.txt,91,test000769.kquery,0.36
result.txt,91,test000770.kquery,0.36
result.txt,91,test000771.kquery,0.37
result.txt,91,test000772.kquery,0.36
result.txt,91,test000773.kquery,0.37
result.txt,91,test000774.kquery,0.35
result.txt,91,test000775.kquery,0.36
result.txt,91,test000776.kquery,0.36
result.txt,91,test000777.kquery,0.36
result.txt,91,test000778.kquery,0.36
result.txt,91,test000779.kquery,0.37
result.txt,91,test000780.kquery,0.36
result.txt,91,test000781.kquery,0.36
result.txt,91,test000782.kquery,0.36
result.txt,91,test000783.kquery,0.36
result.txt,91,test000784.kquery,0.35
result.txt,91,test000785.kquery,0.37
result.txt,91,test000786.kquery,0.36
result.txt,91,test000787.kquery,0.36
result.txt,91,test000788.kquery,0.36
result.txt,91,test000789.kquery,0.37
result.txt,91,test000790.kquery,0.37
result.txt,91,test000791.kquery,0.35
result.txt,91,test000792.kquery,0.36
result.txt,91,test000793.kquery,0.36
result.txt,91,test000794.kquery,0.37
result.txt,91,test000795.kquery,0.36
result.txt,91,test000796.kquery,0.36
result.txt,91,test000797.kquery,0.37
result.txt,91,test000798.kquery,0.36
result.txt,91,test000799.kquery,0.36
result.txt,91,test000800.kquery,0.36
result.txt,91,test000801.kquery,0.36
result.txt,91,test000802.kquery,0.35
result.txt,91,test000803.kquery,0.36
result.txt,91,test000804.kquery,0.36
result.txt,91,test000805.kquery,0.36
result.txt,91,test000806.kquery,0.36
result.txt,91,test000807.kquery,0.36
result.txt,91,test000808.kquery,0.36
result.txt,91,test000809.kquery,0.37
result.txt,91,test000810.kquery,0.36
result.txt,91,test000811.kquery,0.36
result.txt,91,test000812.kquery,0.36
result.txt,91,test000813.kquery,0.35
result.txt,91,test000814.kquery,0.36
result.txt,91,test000815.kquery,0.36
result.txt,91,test000816.kquery,0.37
result.txt,91,test000817.kquery,0.36
result.txt,91,test000818.kquery,0.36
result.txt,91,test000819.kquery,0.35
result.txt,91,test000820.kquery,0.36
result.txt,91,test000821.kquery,0.36
result.txt,91,test000822.kquery,0.36
result.txt,91,test000823.kquery,0.36
result.txt,91,test000824.kquery,0.36
result.txt,91,test000825.kquery,0.36
result.txt,91,test000826.kquery,0.36
result.txt,91,test000827.kquery,0.36
result.txt,91,test000828.kquery,0.36
result.txt,91,test000829.kquery,0.37
result.txt,91,test000830.kquery,0.36
result.txt,91,test000831.kquery,0.35
result.txt,91,test000832.kquery,0.36
result.txt,91,test000833.kquery,0.36
result.txt,91,test000834.kquery,0.36
result.txt,91,test000835.kquery,0.36
result.txt,91,test000836.kquery,0.36
result.txt,91,test000837.kquery,0.36
result.txt,91,test000838.kquery,0.36
result.txt,91,test000839.kquery,0.34
result.txt,91,test000840.kquery,0.35
result.txt,91,test000841.kquery,0.36
result.txt,91,test000842.kquery,0.36
result.txt,91,test000843.kquery,0.35
result.txt,91,test000844.kquery,0.36
result.txt,91,test000845.kquery,0.36
result.txt,91,test000846.kquery,0.36
result.txt,91,test000847.kquery,0.35
result.txt,91,test000848.kquery,0.36
result.txt,91,test000849.kquery,0.36
result.txt,91,test000850.kquery,0.36
result.txt,91,test000851.kquery,0.35
result.txt,91,test000852.kquery,0.36
result.txt,91,test000853.kquery,0.36
result.txt,91,test000854.kquery,0.36
result.txt,91,test000855.kquery,0.36
result.txt,91,test000856.kquery,0.36
result.txt,91,test000857.kquery,0.35
result.txt,91,test000858.kquery,0.36
result.txt,91,test000859.kquery,0.36
result.txt,91,test000860.kquery,0.36
result.txt,91,test000861.kquery,0.36
result.txt,91,test000862.kquery,0.36
result.txt,91,test000863.kquery,0.36
result.txt,91,test000864.kquery,0.35
result.txt,91,test000865.kquery,0.36
result.txt,91,test000866.kquery,0.36
result.txt,91,test000867.kquery,0.36
result.txt,91,test000868.kquery,0.36
result.txt,91,test000869.kquery,0.36
result.txt,91,test000870.kquery,0.36
result.txt,91,test000871.kquery,0.36
result.txt,91,test000872.kquery,0.36
result.txt,91,test000873.kquery,0.35
result.txt,91,test000874.kquery,0.36
result.txt,91,test000875.kquery,0.36
result.txt,91,test000876.kquery,0.36
result.txt,91,test000877.kquery,0.36
result.txt,91,test000878.kquery,0.36
result.txt,91,test000879.kquery,0.36
result.txt,91,test000880.kquery,0.36
result.txt,91,test000881.kquery,0.36
result.txt,91,test000882.kquery,0.35
result.txt,91,test000883.kquery,0.36
result.txt,91,test000884.kquery,0.36
result.txt,91,test000885.kquery,0.36
result.txt,91,test000886.kquery,0.36
result.txt,91,test000887.kquery,0.36
result.txt,91,test000888.kquery,0.36
result.txt,91,test000889.kquery,0.35
result.txt,91,test000890.kquery,0.36
result.txt,91,test000891.kquery,0.36
result.txt,91,test000892.kquery,0.36
result.txt,91,test000893.kquery,0.36
result.txt,91,test000894.kquery,0.36
result.txt,91,test000895.kquery,0.36
result.txt,91,test000896.kquery,0.36
result.txt,91,test000897.kquery,0.36
result.txt,91,test000898.kquery,0.36
result.txt,91,test000899.kquery,0.35
result.txt,91,test000900.kquery,0.36
result.txt,91,test000901.kquery,0.36
result.txt,91,test000902.kquery,0.36
result.txt,91,test000903.kquery,0.35
result.txt,91,test000904.kquery,0.34
result.txt,91,test000905.kquery,0.36
result.txt,91,test000906.kquery,0.35
result.txt,91,test000907.kquery,0.36
result.txt,91,test000908.kquery,0.35
result.txt,91,test000909.kquery,0.36
result.txt,91,test000910.kquery,0.36
result.txt,91,test000911.kquery,0.36
result.txt,91,test000912.kquery,0.36
result.txt,91,test000913.kquery,0.35
result.txt,91,test000914.kquery,0.36
result.txt,91,test000915.kquery,0.36
result.txt,91,test000916.kquery,0.36
result.txt,91,test000917.kquery,0.36
result.txt,91,test000918.kquery,0.36
result.txt,91,test000919.kquery,0.36
result.txt,91,test000920.kquery,0.35
result.txt,91,test000921.kquery,0.36
result.txt,91,test000922.kquery,0.36
result.txt,91,test000923.kquery,0.36
result.txt,91,test000924.kquery,0.36
result.txt,91,test000925.kquery,0.36
result.txt,91,test000926.kquery,0.35
result.txt,91,test000927.kquery,0.36
result.txt,91,test000928.kquery,0.35
result.txt,91,test000929.kquery,0.36
result.txt,91,test000930.kquery,0.36
result.txt,91,test000931.kquery,0.36
result.txt,91,test000932.kquery,0.36
result.txt,91,test000933.kquery,0.35
result.txt,91,test000934.kquery,0.34
result.txt,91,test000935.kquery,0.36
result.txt,91,test000936.kquery,0.35
result.txt,91,test000937.kquery,0.36
result.txt,91,test000938.kquery,0.36
result.txt,91,test000939.kquery,0.35
result.txt,91,test000940.kquery,0.36
result.txt,91,test000941.kquery,0.35
result.txt,91,test000942.kquery,0.34
result.txt,91,test000943.kquery,0.35
result.txt,91,test000944.kquery,0.36
result.txt,91,test000945.kquery,0.36
result.txt,91,test000946.kquery,0.35
result.txt,91,test000947.kquery,0.36
result.txt,91,test000948.kquery,0.34
result.txt,91,test000949.kquery,0.34
result.txt,91,test000950.kquery,0.36
result.txt,91,test000951.kquery,0.35
result.txt,91,test000952.kquery,0.36
result.txt,91,test000953.kquery,0.36
result.txt,91,test000954.kquery,0.34
result.txt,91,test000955.kquery,0.36
result.txt,91,test000956.kquery,0.35
result.txt,91,test000957.kquery,0.36
result.txt,91,test000958.kquery,0.34
result.txt,91,test000959.kquery,0.36
result.txt,91,test000960.kquery,0.36
result.txt,91,test000961.kquery,0.35
result.txt,91,test000962.kquery,0.36
result.txt,91,test000963.kquery,0.34
result.txt,91,test000964.kquery,0.36
result.txt,91,test000965.kquery,0.36
result.txt,91,test000966.kquery,0.36
result.txt,91,test000967.kquery,0.36
result.txt,91,test000968.kquery,0.34
result.txt,91,test000969.kquery,0.35
result.txt,91,test000970.kquery,0.36
result.txt,91,test000971.kquery,0.36
result.txt,91,test000972.kquery,0.36
result.txt,91,test000973.kquery,0.35
result.txt,91,test000974.kquery,0.36
result.txt,91,test000975.kquery,0.34
result.txt,91,test000976.kquery,0.35
result.txt,91,test000977.kquery,0.34
result.txt,91,test000978.kquery,0.36
result.txt,91,test000979.kquery,0.36
result.txt,91,test000980.kquery,0.34
result.txt,91,test000981.kquery,0.36
result.txt,91,test000982.kquery,0.36
result.txt,91,test000983.kquery,0.34
result.txt,91,test000984.kquery,0.36
result.txt,91,test000985.kquery,0.35
result.txt,91,test000986.kquery,0.34
result.txt,91,test000987.kquery,0.35
result.txt,91,test000988.kquery,0.35
result.txt,91,test000989.kquery,0.35
result.txt,91,test000990.kquery,0.35
result.txt,91,test000991.kquery,0.34
result.txt,91,test000992.kquery,0.34
result.txt,91,test000993.kquery,0.35
result.txt,91,test000994.kquery,0.35
result.txt,91,test000995.kquery,0.34
result.txt,91,test000996.kquery,0.35
result.txt,91,test000997.kquery,0.34
result.txt,91,test000998.kquery,0.34
result.txt,91,test000999.kquery,0.35
result.txt,91,test001000.kquery,0.34
result.txt,91,test001001.kquery,0.26
result.txt,91,test001002.kquery,0.34
result1.txt,96,test000001.kquery,0.48
result1.txt,96,test000002.kquery,0.51
result1.txt,96,test000003.kquery,0.47
result1.txt,96,test000004.kquery,0.50
result1.txt,96,test000005.kquery,0.51
result1.txt,96,test000006.kquery,0.47
result1.txt,96,test000007.kquery,0.51
result1.txt,96,test000008.kquery,0.46
result1.txt,96,test000009.kquery,0.51
result1.txt,96,test000010.kquery,0.51
result1.txt,96,test000011.kquery,0.51
result1.txt,96,test000012.kquery,0.47
result1.txt,96,test000013.kquery,0.51
result1.txt,96,test000014.kquery,0.51
result1.txt,96,test000015.kquery,0.51
result1.txt,96,test000016.kquery,0.51
result1.txt,96,test000017.kquery,0.47
result1.txt,96,test000018.kquery,0.51
result1.txt,96,test000019.kquery,0.51
result1.txt,96,test000020.kquery,0.52
result1.txt,96,test000021.kquery,0.52
result1.txt,96,test000022.kquery,0.53
result1.txt,96,test000023.kquery,0.51
result1.txt,96,test000024.kquery,0.52
result1.txt,96,test000025.kquery,0.52
result1.txt,96,test000026.kquery,0.52
result1.txt,96,test000027.kquery,0.51
result1.txt,96,test000028.kquery,0.52
result1.txt,96,test000029.kquery,0.52
result1.txt,96,test000030.kquery,0.52
result1.txt,96,test000031.kquery,0.51
result1.txt,96,test000032.kquery,0.52
result1.txt,96,test000033.kquery,0.52
result1.txt,96,test000034.kquery,0.52
result1.txt,96,test000035.kquery,0.52
result1.txt,96,test000036.kquery,0.52
result1.txt,96,test000037.kquery,0.54
result1.txt,96,test000038.kquery,0.52
result1.txt,96,test000039.kquery,0.52
result1.txt,96,test000040.kquery,0.54
result1.txt,96,test000041.kquery,0.52
result1.txt,96,test000042.kquery,0.46
result1.txt,96,test000043.kquery,0.52
result1.txt,96,test000044.kquery,0.52
result1.txt,96,test000045.kquery,0.52
result1.txt,96,test000046.kquery,0.52
result1.txt,96,test000047.kquery,0.52
result1.txt,96,test000048.kquery,0.52
result1.txt,96,test000049.kquery,0.52
result1.txt,96,test000050.kquery,0.54
result1.txt,96,test000051.kquery,0.52
result1.txt,96,test000052.kquery,0.54
result1.txt,96,test000053.kquery,0.52
result1.txt,96,test000054.kquery,0.54
result1.txt,96,test000055.kquery,0.54
result1.txt,96,test000056.kquery,0.52
result1.txt,96,test000057.kquery,0.54
result1.txt,96,test000058.kquery,0.54
result1.txt,96,test000059.kquery,0.52
result1.txt,96,test000060.kquery,0.54
result1.txt,96,test000061.kquery,0.46
result1.txt,97,test000001.kquery,0.43
result1.txt,97,test000002.kquery,0.84
result1.txt,97,test000003.kquery,0.62
result1.txt,97,test000004.kquery,0.64
result1.txt,97,test000005.kquery,0.64
result1.txt,97,test000006.kquery,0.90
result1.txt,97,test000007.kquery,1.05
result1.txt,97,test000008.kquery,1.11
result1.txt,97,test000009.kquery,1.26
result1.txt,97,test000010.kquery,1.43
result1.txt,97,test000011.kquery,1.58
result1.txt,97,test000012.kquery,2.28
result1.txt,98,test000001.kquery,0.77
result1.txt,98,test000002.kquery,0.89
result1.txt,98,test000003.kquery,0.89
result1.txt,98,test000004.kquery,0.63
result1.txt,98,test000005.kquery,0.63
result1.txt,98,test000006.kquery,0.63
result1.txt,98,test000007.kquery,0.63
result1.txt,98,test000008.kquery,0.63
result1.txt,98,test000009.kquery,0.63
result1.txt,98,test000010.kquery,0.63
result1.txt,98,test000011.kquery,0.63
result1.txt,98,test000012.kquery,0.63
result1.txt,98,test000013.kquery,0.63
result1.txt,98,test000014.kquery,0.63
result1.txt,98,test000015.kquery,0.63
result1.txt,98,test000016.kquery,0.63
result1.txt,98,test000017.kquery,0.63
result1.txt,98,test000018.kquery,0.63
result1.txt,98,test000019.kquery,0.63
result1.txt,98,test000020.kquery,0.63
result1.txt,98,test000021.kquery,0.64
result1.txt,98,test000022.kquery,0.63
result1.txt,98,test000023.kquery,0.63
result1.txt,98,test000024.kquery,0.63
result1.txt,98,test000025.kquery,0.63
result1.txt,98,test000026.kquery,0.63
result1.txt,98,test000027.kquery,0.63
result1.txt,98,test000028.kquery,0.63
result1.txt,98,test000029.kquery,0.63
result1.txt,98,test000030.kquery,0.63
result1.txt,98,test000031.kquery,0.63
result1.txt,98,test000032.kquery,0.63
result1.txt,98,test000033.kquery,0.63
result1.txt,98,test000034.kquery,0.63
result1.txt,98,test000035.kquery,0.63
result1.txt,98,test000036.kquery,0.63
result1.txt,98,test000037.kquery,0.61
result1.txt,98,test000038.kquery,0.70
result1.txt,98,test000039.kquery,0.63
result1.txt,98,test000040.kquery,0.60
result1.txt,98,test000041.kquery,0.69
result1.txt,99,test000001.kquery,0.39
result1.txt,99,test000002.kquery,0.59
result1.txt,99,test000003.kquery,0.71
result1.txt,99,test000004.kquery,0.84
result1.txt,99,test000005.kquery,0.79
